crop,temperature,rainfall,humidity,soil_ph,nitrogen,phosphorus,potassium,irrigation_days,label
Turnip,12.6,812.94,40.0,6.47,200.68,57.16,126.67,8,1
Potato,17.96,1553.84,60.72,6.31,360.78,53.75,227.94,2,1
Cauliflower,19.27,1061.4,40.83,6.08,312.13,73.54,292.03,8,1
KnolKhol,18.66,1102.43,40.0,5.96,283.13,62.34,251.76,7,0
Carrot,17.28,1366.1,50.91,6.48,228.7,40.2,156.62,6,1
Carrot,15.98,1438.11,59.54,6.6,333.57,52.5,203.13,2,1
Beetroot,28.65,1821.5,92.25,8.34,63.7,12.78,71.81,12,0
Cauliflower,18.75,1318.31,50.45,5.97,369.87,80.15,254.89,5,1
Cabbage,23.48,1819.07,74.61,6.98,363.59,71.45,238.95,4,1
Peas,13.24,966.74,40.0,7.43,168.61,79.77,145.11,6,1
KnolKhol,15.67,1215.13,42.06,5.54,290.35,65.03,230.14,4,1
Potato,19.0,1348.64,57.68,5.06,318.41,70.09,172.27,6,1
Potato,17.62,1858.42,70.53,5.34,374.51,76.16,161.08,2,1
Beans,20.82,952.4,42.54,5.69,285.75,53.11,213.98,7,1
Potato,17.65,1685.39,68.6,5.79,279.39,49.75,254.01,5,1
Radish,9.47,1097.49,45.19,5.61,181.29,35.92,123.68,7,1
Cauliflower,20.67,1263.82,47.85,5.97,483.81,77.29,335.81,5,1
Carrot,16.24,1162.5,40.0,6.91,201.16,43.87,198.89,5,1
Beans,16.17,1170.45,52.13,5.56,257.03,55.12,188.76,5,1
Turnip,14.13,1200.18,57.49,6.93,251.88,57.97,150.47,4,1
Cabbage,12.96,1708.57,40.37,8.44,97.82,8.4,82.84,1,0
Carrot,19.44,1205.09,50.79,6.75,313.44,66.58,158.45,6,0
Radish,11.68,788.93,40.0,5.62,227.38,42.65,171.84,7,1
Beans,18.3,1313.4,45.71,5.55,293.99,34.15,162.21,7,1
Carrot,14.74,1154.15,44.93,6.18,220.81,62.05,188.9,6,0
Peas,16.72,1226.71,48.92,6.67,208.69,40.11,167.14,5,1
Cauliflower,19.9,871.44,40.0,6.2,473.39,64.38,310.87,7,1
Peas,15.77,1003.34,43.66,7.4,296.51,70.45,156.23,5,1
Cabbage,19.48,1324.44,48.26,7.06,306.33,64.2,202.71,4,0
KnolKhol,17.62,1003.68,40.0,6.12,349.72,62.04,239.79,6,1
Beetroot,13.81,827.1,40.0,6.48,266.75,31.28,249.78,8,1
Peas,11.32,1091.95,40.0,6.11,168.73,62.97,101.58,6,1
Cauliflower,17.29,1062.15,43.06,5.98,496.47,75.91,264.45,8,1
KnolKhol,19.75,991.26,40.0,6.29,298.03,61.11,229.76,7,1
Beans,18.31,1295.5,53.33,6.22,214.56,54.55,228.26,5,1
Beetroot,16.35,701.56,40.0,6.3,217.95,44.58,172.36,6,1
Potato,20.89,1242.4,42.82,5.79,366.97,75.26,211.99,7,1
Radish,18.76,1107.01,40.0,5.72,280.12,58.75,142.82,7,1
KnolKhol,17.16,1230.85,48.72,6.03,378.22,61.9,272.08,6,1
Cabbage,21.7,1048.94,40.0,6.98,488.64,67.66,296.31,8,1
Cauliflower,19.18,961.9,42.04,6.34,485.24,87.7,267.47,9,0
Carrot,16.86,1632.99,80.48,8.18,90.87,16.88,54.69,4,0
Beans,19.34,855.23,41.65,6.37,292.67,53.8,230.15,9,1
Potato,16.42,1291.25,43.76,5.31,385.48,40.38,154.02,6,1
Beans,21.83,986.51,40.0,5.94,252.0,38.45,248.86,7,1
Beetroot,12.82,777.93,45.41,8.75,72.71,14.07,96.64,4,0
Cabbage,11.58,487.58,64.25,8.1,132.06,6.52,96.4,11,0
Radish,16.0,874.33,40.0,5.69,152.47,36.63,186.54,5,1
Peas,13.09,817.77,40.0,6.8,151.73,69.03,145.6,7,1
Carrot,17.79,1103.45,47.29,6.83,280.68,39.85,244.46,6,1
Beetroot,20.03,1018.71,40.0,6.56,328.82,61.6,246.44,6,1
Peas,12.49,842.06,43.02,6.77,266.21,77.07,124.8,5,1
Carrot,16.61,764.15,40.0,6.55,217.51,61.39,247.6,8,1
KnolKhol,19.55,827.91,40.59,5.74,289.73,42.19,256.86,7,1
Carrot,20.82,1371.15,54.84,6.86,211.09,63.05,191.36,4,1
Cabbage,13.86,1395.6,63.68,6.23,423.63,71.59,222.55,4,1
Turnip,12.09,729.67,40.0,6.99,260.37,44.95,186.2,9,1
Radish,16.57,993.91,40.0,5.64,256.19,48.99,163.23,8,1
Turnip,12.49,783.69,40.0,6.44,175.59,55.75,191.89,7,1
Carrot,19.6,1327.56,62.2,6.66,304.87,68.31,232.19,3,1
Beetroot,6.97,2276.84,74.02,7.66,116.63,13.02,72.12,15,0
Carrot,20.35,948.62,42.87,6.81,329.18,32.11,230.14,8,1
Beans,14.21,1603.59,43.52,8.36,90.1,14.4,52.23,6,0
KnolKhol,15.66,1091.3,43.14,5.9,374.25,78.36,285.02,8,1
Cabbage,21.71,1548.72,53.17,6.23,372.67,68.19,230.19,2,1
Turnip,12.17,259.51,46.83,8.82,94.18,11.61,63.4,12,0
Turnip,6.25,819.5,44.41,8.68,128.28,11.26,76.89,3,0
Potato,17.39,2352.64,58.91,7.69,52.52,17.57,69.18,2,0
Potato,14.55,1821.42,74.95,6.39,360.03,59.89,156.43,3,1
Beans,15.76,1369.22,64.22,5.84,327.84,44.63,221.74,6,1
Peas,12.98,945.87,40.0,6.44,233.37,51.15,189.7,8,0
KnolKhol,20.74,897.98,45.08,5.8,379.59,69.33,255.92,7,1
Peas,12.24,900.89,40.0,6.58,278.89,43.82,136.99,8,1
Cauliflower,7.81,1235.5,65.76,8.81,64.5,14.83,89.76,9,0
Cabbage,21.34,1716.63,73.24,6.82,386.99,82.05,339.16,4,1
Cabbage,22.63,1457.47,63.4,6.62,360.12,84.0,275.7,2,0
Radish,11.91,1077.66,45.46,6.41,181.23,45.29,156.39,6,1
Cabbage,20.23,1275.25,41.52,6.48,445.36,53.76,216.94,6,1
Turnip,12.24,910.3,44.75,6.17,151.25,35.31,131.35,8,1
Potato,15.19,2048.86,82.28,5.01,275.33,74.38,215.57,1,1
Turnip,12.61,894.86,44.28,6.49,271.73,36.62,123.48,6,1
Peas,13.48,859.0,40.0,6.73,186.0,54.49,108.85,5,1
Radish,15.55,678.73,40.0,5.54,160.65,47.86,167.33,9,1
Carrot,19.37,1152.1,43.03,6.61,253.41,65.59,211.72,7,1
Potato,17.33,1586.25,57.78,5.85,315.61,41.39,192.69,5,1
Beans,14.83,1464.64,56.44,5.97,280.88,44.52,165.63,5,0
Cauliflower,21.49,1126.85,51.39,6.58,412.84,74.74,242.61,8,1
Radish,12.73,954.52,40.0,6.04,187.21,51.82,199.42,6,1
Beans,17.07,1421.05,52.95,6.49,216.59,48.84,215.78,4,0
Beetroot,16.14,1012.14,48.4,6.34,286.8,36.02,222.4,7,1
Cabbage,15.0,1109.0,41.05,6.59,351.01,65.06,217.49,5,1
Turnip,10.09,829.17,40.0,6.02,183.89,42.41,158.84,6,1
KnolKhol,16.26,1046.93,40.22,5.64,374.63,79.29,260.72,6,1
Cauliflower,17.49,1488.09,65.71,5.73,420.42,55.5,297.7,5,1
Cauliflower,13.45,1247.0,54.26,5.99,431.97,79.61,338.03,4,1
Potato,16.23,1489.94,62.61,6.05,350.01,79.76,265.26,5,1
Cauliflower,9.57,548.74,81.6,8.02,141.88,19.33,57.85,14,0
Carrot,30.6,1450.53,31.1,8.99,91.56,8.05,69.82,9,0
Cabbage,17.86,1262.28,41.18,7.03,316.95,64.88,276.7,5,1
Turnip,12.75,855.41,40.0,6.31,163.16,41.86,192.8,9,1
Potato,20.34,404.51,85.3,7.81,60.79,11.53,67.77,12,0
Beans,20.59,932.73,41.3,6.24,250.78,33.49,180.47,6,1
Peas,17.34,1149.35,49.92,7.0,283.14,43.92,160.56,5,1
Beetroot,27.14,1601.03,52.35,8.44,71.05,15.75,58.29,9,0
Cabbage,22.1,1082.63,43.37,7.16,380.69,65.97,307.96,6,0
Radish,17.36,838.41,40.0,6.13,225.22,39.53,153.98,8,0
Carrot,18.04,1011.71,40.0,6.42,325.69,53.92,211.05,6,1
Turnip,12.36,847.58,40.0,6.13,255.87,42.08,185.55,8,1
Beans,18.7,1075.48,47.25,6.12,338.25,58.65,185.39,8,1
Cabbage,18.63,1592.81,66.88,7.18,313.09,66.66,266.27,4,1
Carrot,18.71,1417.46,58.86,6.55,251.34,35.14,157.99,3,1
Radish,10.95,909.73,40.0,6.64,276.09,43.89,149.56,6,1
Turnip,10.4,848.2,40.0,6.71,299.94,41.01,189.04,8,1
Radish,9.99,865.88,40.0,6.08,196.73,35.58,149.84,7,1
Cauliflower,15.7,1417.33,52.84,5.75,364.4,75.02,270.58,6,1
Beetroot,18.08,726.61,40.0,6.25,313.45,54.4,150.58,8,1
Potato,18.59,1334.36,46.8,5.8,254.43,58.35,175.98,4,0
Carrot,34.28,1165.83,76.01,7.53,60.64,7.89,50.58,8,0
Radish,16.6,678.4,40.0,5.88,175.22,39.15,152.47,10,1
Cauliflower,15.81,1053.46,47.55,5.83,335.36,60.29,301.03,7,1
Potato,16.66,1353.8,58.56,5.93,343.55,52.98,177.53,6,1
Turnip,9.15,946.77,40.0,6.28,272.81,40.46,120.96,7,1
Radish,11.62,1395.88,82.3,8.96,136.82,5.78,68.4,14,0
Potato,16.34,1547.72,55.44,5.56,389.52,77.71,239.48,3,1
Turnip,13.11,999.43,47.62,6.56,160.19,56.23,154.33,8,1
Beans,19.32,1479.15,49.51,6.49,258.73,43.87,194.71,5,1
Potato,17.44,1439.95,50.38,5.74,344.46,58.34,288.95,4,0
Beetroot,18.61,1128.32,40.0,6.79,213.48,52.34,153.14,7,1
Beetroot,17.29,1019.84,40.0,6.27,343.14,65.5,213.93,7,1
Carrot,18.27,1153.5,49.77,6.58,342.86,35.58,238.23,6,1
Cabbage,17.62,1344.24,62.06,6.94,354.75,51.18,273.07,3,1
Peas,15.67,857.91,40.0,7.38,168.3,62.16,132.65,8,1
Turnip,9.47,1210.8,50.65,6.36,282.25,58.31,149.5,4,1
Turnip,11.49,1082.97,44.29,6.43,296.07,34.33,124.06,8,1
Potato,17.49,1656.23,64.18,5.55,391.99,57.6,229.4,3,0
Potato,14.96,1688.72,64.47,5.82,267.31,69.02,283.01,2,1
Peas,15.29,920.13,43.99,7.23,286.03,73.0,140.61,7,1
KnolKhol,19.08,1158.41,53.86,5.89,260.15,72.35,212.36,7,1
Beetroot,16.48,894.26,40.0,6.82,307.85,30.92,161.77,8,1
Beetroot,19.73,698.96,40.0,6.28,228.6,63.77,194.61,9,0
Carrot,25.31,2336.58,62.44,8.54,127.35,16.24,55.2,7,0
Potato,20.64,1465.64,54.65,6.11,381.92,42.68,244.54,6,1
Cabbage,17.4,1606.39,66.3,6.72,473.44,87.3,312.83,3,1
Beetroot,18.64,644.33,40.0,6.95,232.38,58.31,248.21,7,1
Beans,21.83,1431.24,58.34,6.0,233.55,50.67,185.97,5,1
Cauliflower,19.62,1172.37,46.87,6.49,385.55,70.08,236.68,4,1
Cabbage,8.71,1863.91,61.38,8.21,116.01,18.26,52.39,12,0
KnolKhol,21.03,1229.93,49.2,5.89,347.1,56.2,192.2,4,1
Beans,19.51,954.44,41.71,6.44,231.17,51.08,249.13,8,1
Carrot,15.54,915.74,40.0,6.98,349.6,54.02,204.33,6,1
Turnip,12.7,1252.42,53.49,6.11,269.74,59.94,166.1,7,1
Potato,15.96,1889.14,67.47,5.61,287.87,44.62,155.65,1,1
Peas,16.14,887.17,40.07,7.28,186.87,41.75,138.42,7,1
Turnip,16.6,790.9,40.0,6.67,247.06,59.43,158.96,6,1
Peas,21.3,1974.51,32.24,8.16,93.16,16.01,50.33,11,0
Peas,11.74,1211.77,43.22,6.7,263.39,62.73,157.1,5,1
KnolKhol,17.72,794.81,40.0,6.34,324.72,68.58,280.82,9,1
Cauliflower,21.74,1197.14,40.0,5.74,401.45,87.9,207.87,4,1
Cauliflower,15.6,1365.4,45.31,6.15,313.67,82.41,231.41,3,1
KnolKhol,19.22,912.22,40.0,5.76,310.21,60.85,206.82,6,1
Potato,18.68,1777.36,65.23,5.81,387.21,72.76,299.23,4,1
Turnip,15.49,761.83,40.0,6.36,254.01,53.34,121.78,7,1
Peas,16.25,1067.53,49.1,6.65,159.61,43.94,113.09,5,1
Potato,17.32,1459.66,55.77,5.1,269.32,46.36,293.52,5,1
Carrot,17.46,1438.92,50.98,6.1,343.52,65.55,184.71,6,1
Cauliflower,22.16,1205.95,55.78,6.52,437.27,83.24,333.79,7,1
Cabbage,18.54,1272.02,43.08,6.89,412.92,59.22,338.38,4,1
Cauliflower,21.53,1070.74,40.0,5.52,391.11,59.98,219.28,6,1
Beans,17.7,1193.11,42.04,5.8,287.91,50.64,174.96,6,1
Cabbage,28.87,2118.11,70.38,8.18,127.55,11.62,50.38,3,0
KnolKhol,19.86,1054.19,44.86,5.82,337.79,57.34,231.03,7,1
Cabbage,18.92,1074.91,40.0,6.6,441.17,88.39,282.26,7,1
Radish,8.84,647.92,37.32,7.93,68.3,19.38,88.8,1,0
Turnip,14.77,1135.74,40.0,6.13,175.74,36.96,169.99,7,0
Carrot,15.64,1355.08,51.19,6.11,305.23,55.12,234.54,6,1
Potato,18.29,1797.27,42.85,7.94,144.67,14.85,51.74,4,0
KnolKhol,20.26,1047.74,44.53,6.06,261.82,43.92,220.15,7,1
Radish,14.95,1067.67,40.0,5.69,265.36,47.52,164.7,8,1
Peas,13.19,891.85,41.44,6.78,201.87,78.02,120.26,7,1
KnolKhol,17.24,1039.81,49.92,6.55,345.28,66.47,268.42,5,1
Beetroot,11.01,366.14,72.78,8.16,136.49,11.24,78.61,6,0
Radish,12.9,781.51,40.0,5.67,157.36,33.35,155.39,7,1
Cabbage,34.09,1860.46,38.7,8.58,90.52,12.6,53.25,1,0
Turnip,10.79,646.03,40.0,6.43,218.17,57.15,135.0,8,1
Beetroot,15.65,886.9,40.0,6.97,272.76,53.12,212.01,7,1
Cauliflower,17.89,1075.12,48.34,5.87,346.39,88.55,333.62,5,1
Peas,15.36,860.33,40.0,6.39,175.78,69.25,127.12,8,1
KnolKhol,19.38,1195.16,41.14,5.74,392.13,52.75,259.74,6,0
Beetroot,17.46,1066.16,72.11,8.45,79.7,9.21,53.79,9,0
Beans,15.31,1508.4,68.05,6.44,309.49,47.72,235.35,3,1
Cabbage,15.74,1765.46,70.57,6.58,302.51,53.21,244.79,3,1
Beetroot,13.83,1128.18,42.16,6.71,293.69,48.16,185.61,5,1
Beetroot,16.03,862.52,40.0,6.31,276.56,41.12,205.86,8,1
Potato,17.85,1639.02,69.48,6.19,378.98,72.23,159.54,4,1
Cabbage,15.7,1151.95,45.93,6.32,342.39,62.3,207.56,7,1
Cabbage,23.94,1371.18,49.57,6.95,353.05,55.14,332.11,5,1
Beans,17.58,896.12,43.51,6.17,257.1,48.2,238.6,7,1
Cabbage,22.13,1096.61,49.23,6.07,437.3,61.17,301.55,5,1
Carrot,20.59,1075.5,45.5,6.53,273.18,51.48,218.03,4,1
Peas,13.23,1647.55,33.27,7.83,79.38,18.7,90.1,4,0
KnolKhol,18.5,764.47,40.0,6.69,255.84,57.87,279.28,7,1
Turnip,12.0,823.02,40.0,6.4,194.27,36.4,130.38,8,1
Beans,18.58,966.96,40.0,6.26,313.59,39.7,243.2,5,1
Beetroot,13.89,1922.12,46.47,8.01,67.85,9.46,85.34,11,0
Peas,12.87,665.89,72.98,8.14,95.67,15.65,91.68,3,0
Beetroot,17.95,637.42,40.0,6.37,201.65,51.75,228.92,9,1
Turnip,15.62,856.51,40.0,6.76,235.94,40.79,168.3,6,1
Potato,15.28,1184.45,40.0,6.16,282.84,48.76,232.47,6,1
Turnip,10.52,933.86,40.0,6.65,237.81,32.6,146.26,7,1
Cauliflower,19.5,1126.78,50.32,5.55,384.37,75.64,313.27,4,1
Beans,15.08,1188.36,41.89,5.95,264.02,55.83,163.23,4,1
KnolKhol,16.12,941.72,40.0,5.75,301.43,78.16,151.97,8,1
KnolKhol,16.02,1151.37,49.51,5.64,381.19,61.98,276.28,4,1
Carrot,18.16,1521.63,62.61,6.51,284.37,52.91,209.77,5,0
Beetroot,16.56,761.87,40.0,6.48,235.17,58.99,234.49,7,1
Carrot,15.64,1216.28,43.28,6.3,259.18,68.27,208.93,5,1
Potato,11.04,975.53,45.73,8.35,85.35,11.58,67.74,13,0
Potato,7.47,2216.08,35.87,8.76,92.02,11.04,55.99,4,0
Peas,23.46,1845.99,65.21,7.79,126.35,11.91,71.02,4,0
Peas,12.33,1236.05,49.1,7.02,256.46,63.02,117.57,5,1
Carrot,19.58,2179.34,53.73,8.92,98.88,5.3,69.01,2,0
Peas,16.17,982.89,44.65,7.21,201.49,46.57,138.12,7,1
Cabbage,17.44,1151.23,40.61,6.51,440.91,74.68,289.7,7,1
Beetroot,16.97,686.16,40.0,6.94,203.74,30.94,205.64,7,0
Peas,30.91,1053.89,94.07,7.69,135.98,7.91,97.49,3,0
Turnip,22.03,1517.07,86.19,8.84,80.3,10.63,93.18,14,0
Potato,18.05,1783.02,75.4,5.46,287.26,47.56,157.67,4,0
Beetroot,33.41,1417.16,77.83,8.23,106.89,10.12,65.13,12,0
Beetroot,17.33,683.03,40.0,6.65,330.08,65.03,164.95,8,1
KnolKhol,18.12,1245.7,40.45,6.5,302.27,60.03,255.99,5,1
Beans,6.07,1488.86,81.76,8.58,56.4,11.41,67.12,14,0
Cabbage,22.12,1765.11,79.18,7.37,406.77,73.18,319.94,2,1
Turnip,14.71,1148.41,48.05,6.36,256.44,57.46,149.94,7,1
Peas,11.06,1109.14,42.98,6.57,176.3,67.53,152.24,6,1
Beans,22.71,2049.2,68.67,8.57,88.74,18.88,53.99,2,0
Peas,16.86,806.54,40.0,6.93,247.33,64.92,175.13,9,1
Cauliflower,16.36,1373.2,45.38,5.78,440.72,88.02,254.02,7,1
Peas,31.3,281.38,72.55,7.59,136.56,17.89,90.02,13,0
Beans,19.82,1011.96,40.42,5.65,328.59,46.38,201.04,5,1
Carrot,19.37,1036.41,45.9,6.46,230.92,68.36,202.27,8,1
Cauliflower,19.0,1355.25,34.15,7.7,145.58,10.03,90.09,14,0
Carrot,19.16,896.34,40.85,6.11,341.91,48.64,207.11,8,1
Beans,21.14,1345.74,61.67,6.45,207.16,34.04,223.18,4,1
Turnip,10.41,995.67,45.19,6.47,219.98,40.78,170.24,7,1
Cabbage,23.81,984.78,43.24,6.72,350.95,62.77,216.95,8,1
Beans,19.43,911.26,40.0,6.23,298.46,55.59,202.23,7,1
Beans,15.87,1036.54,46.34,6.14,294.31,58.08,194.33,5,0
Beans,20.05,1054.85,43.01,6.4,280.71,53.56,192.89,5,1
Potato,17.12,1482.16,49.93,5.69,327.48,42.23,166.5,3,1
Cabbage,24.44,1415.03,63.93,6.2,308.52,85.32,349.72,5,1
Cauliflower,22.45,1106.75,40.0,6.28,343.3,58.78,294.4,6,1
Beans,18.97,1337.39,63.21,6.38,339.32,41.81,225.88,7,1
Radish,16.65,2085.73,69.49,7.86,108.6,5.1,60.51,15,0
Radish,13.45,807.1,40.0,6.25,213.98,47.3,122.1,7,1
Beetroot,19.31,1190.4,41.33,6.47,305.73,59.41,197.66,5,1
KnolKhol,15.67,860.71,40.0,5.56,329.25,51.92,218.22,9,1
Cauliflower,19.42,1485.44,63.0,6.28,439.35,87.6,291.07,5,1
Cauliflower,16.83,1195.54,57.82,6.38,398.26,65.56,209.25,5,1
Beans,17.8,824.92,40.03,5.61,267.44,37.62,239.55,8,1
Beans,19.06,919.73,40.0,6.23,318.18,49.53,226.31,8,1
Cauliflower,23.59,1050.94,45.83,5.64,479.11,66.02,292.26,7,1
Peas,12.85,1200.29,47.9,6.49,175.48,40.59,119.29,7,1
Beetroot,16.18,674.08,40.0,6.17,299.9,64.0,189.86,6,1
Cabbage,16.76,1252.56,46.14,6.22,403.42,80.33,303.34,4,1
Beetroot,33.57,1084.4,42.2,7.58,131.58,12.47,78.79,11,0
Peas,15.76,1089.02,40.0,7.12,266.91,77.12,102.63,6,1
KnolKhol,18.49,1227.42,48.89,6.45,294.14,55.16,246.08,7,1
Beans,19.91,1300.94,59.2,5.66,214.4,59.97,175.91,6,1
Cabbage,19.64,1297.68,61.47,7.1,389.22,71.56,208.66,5,1
Cauliflower,14.26,1398.83,47.2,5.85,304.48,70.54,249.85,6,1
Beetroot,19.07,743.11,40.0,6.95,222.11,58.33,224.83,6,1
Beans,14.36,1188.21,43.93,6.45,217.85,49.95,174.95,4,1
Carrot,19.12,1355.59,53.05,6.86,212.68,37.49,211.38,7,0
Cauliflower,18.22,1432.81,59.02,6.43,389.77,86.21,293.8,3,1
KnolKhol,14.96,992.02,43.35,6.34,311.26,52.73,239.9,6,1
Turnip,13.73,860.09,40.0,6.17,185.48,31.25,132.88,7,1
Peas,11.98,1200.63,47.56,6.89,235.71,77.67,165.69,4,1
Peas,12.6,1148.54,50.23,7.5,187.58,43.54,111.07,6,1
Beetroot,21.31,1069.95,47.86,6.79,301.26,66.14,240.25,7,1
Potato,17.69,1989.21,75.18,5.08,271.74,40.05,292.71,2,1
Beetroot,16.72,893.45,40.0,6.43,208.14,63.45,168.32,9,1
Peas,32.97,2081.36,57.21,7.93,98.71,13.59,68.38,10,0
Turnip,13.63,928.98,40.0,6.24,263.31,53.25,179.47,8,1
Turnip,27.88,2217.8,72.79,8.11,135.92,8.61,62.41,10,0
Cauliflower,16.4,1306.85,52.94,6.55,467.13,58.55,229.49,6,1
KnolKhol,18.83,874.34,42.97,6.56,362.29,49.31,177.8,8,1
Beetroot,17.0,882.02,40.0,6.98,237.78,36.33,243.19,8,1
Beans,20.22,1349.14,60.99,5.81,215.79,30.71,196.31,6,1
Peas,14.37,812.97,40.0,6.1,175.62,43.23,114.85,6,1
Radish,14.66,784.89,40.0,6.79,268.18,37.94,163.24,8,1
Peas,15.4,1089.56,52.9,6.67,166.05,54.83,183.15,4,1
Beetroot,21.88,407.13,83.18,8.03,92.5,15.52,71.66,3,0
Cabbage,19.2,1628.19,56.01,7.94,100.11,9.26,85.27,8,0
Beans,16.72,617.18,32.73,8.77,110.42,6.14,61.0,7,0
Beans,21.8,963.78,40.0,6.32,202.97,44.86,233.4,5,1
KnolKhol,19.25,1184.2,43.3,5.65,265.22,52.03,272.81,5,0
KnolKhol,17.11,1294.33,45.61,6.32,272.18,66.08,187.89,5,1
Peas,17.9,890.65,40.0,6.96,179.88,61.95,143.31,6,1
Beetroot,17.15,701.38,40.0,6.17,212.89,33.92,229.13,7,1
Turnip,11.98,653.62,40.0,6.79,202.09,31.92,191.93,8,1
Cabbage,21.34,2314.14,48.98,7.71,93.18,19.97,95.41,9,0
Potato,23.95,745.76,74.48,7.54,107.57,6.91,83.97,14,0
Potato,16.69,1408.2,54.5,5.42,369.98,64.16,291.39,4,1
Peas,12.42,1123.39,40.0,6.57,183.74,43.11,199.52,6,1
Beetroot,16.62,936.35,46.38,6.82,252.6,34.67,218.94,5,1
Potato,18.96,1926.45,85.82,5.93,293.42,63.23,165.84,1,1
Turnip,10.71,1660.99,62.79,7.72,67.1,14.27,52.45,8,0
Potato,13.07,881.29,82.56,8.17,86.2,8.12,81.78,12,0
Peas,10.38,2067.6,64.59,7.86,64.33,10.51,94.44,12,0
Beetroot,17.83,1104.48,47.97,6.28,271.45,35.62,220.27,5,1
Beetroot,20.24,1216.1,55.11,6.34,231.38,61.58,226.13,5,1
Carrot,19.26,1022.53,40.0,6.63,305.91,52.22,197.34,7,1
Cauliflower,10.19,1090.52,87.86,7.94,140.52,7.99,63.59,5,0
KnolKhol,19.68,1375.16,54.37,6.3,396.94,49.84,206.46,3,1
Turnip,6.65,1450.84,57.1,7.71,87.25,13.37,97.44,7,0
Cabbage,25.73,1403.34,50.88,6.18,464.0,67.1,302.43,3,1
Potato,19.93,1154.69,79.03,8.46,62.08,7.77,75.42,1,0
Radish,11.22,934.67,40.0,5.55,215.27,57.45,153.68,8,1
Beans,19.23,1729.42,41.97,8.98,85.78,6.64,59.04,11,0
Beans,18.23,901.95,40.0,5.93,314.32,33.03,229.36,8,1
Peas,13.5,821.49,42.77,6.55,279.44,72.68,189.52,7,1
Beetroot,5.04,719.13,49.52,8.62,76.87,9.58,87.99,4,0
Peas,17.36,1041.26,40.0,6.99,270.44,75.99,133.63,5,1
Cauliflower,22.31,1437.26,54.33,6.11,310.37,83.77,211.7,5,1
Cauliflower,11.05,365.97,66.7,8.96,94.12,8.81,69.21,10,0
Beans,15.04,1007.33,40.0,6.16,241.73,59.54,238.31,5,1
Potato,13.23,1670.06,73.98,5.14,269.54,42.66,290.14,2,1
Beans,19.9,1413.0,65.26,6.33,272.52,48.87,212.86,6,1
Peas,14.84,1090.08,40.0,6.17,254.5,42.19,111.3,4,1
Peas,16.6,1026.2,40.0,7.02,247.28,58.12,138.27,8,1
Cabbage,21.99,1537.1,66.1,6.56,405.4,60.3,297.92,5,1
Carrot,16.01,973.35,41.62,6.91,264.35,64.49,158.41,7,1
Turnip,11.04,1062.33,50.54,6.91,153.37,47.33,189.61,6,1
Radish,32.27,2317.99,93.35,8.34,77.67,17.11,89.05,3,0
Turnip,10.64,758.58,40.0,6.48,211.51,34.54,143.08,7,0
Beetroot,15.09,722.52,40.0,6.37,207.43,45.27,166.4,10,1
Potato,19.28,1457.44,50.26,6.01,366.25,41.98,293.59,4,1
Peas,18.66,1008.1,40.0,7.29,247.6,64.78,146.28,8,1
Cauliflower,15.91,1017.0,40.0,5.93,489.34,67.13,333.88,6,1
Potato,17.37,1359.83,49.98,5.26,290.2,54.94,294.8,4,1
Beetroot,20.37,985.18,40.0,6.22,342.31,49.0,177.62,8,0
Potato,27.85,842.82,39.39,8.75,138.72,19.58,55.12,6,0
Carrot,28.56,2056.66,83.48,8.75,113.3,16.25,58.39,15,0
Cauliflower,19.94,1325.31,57.12,6.54,347.48,63.55,278.65,4,1
KnolKhol,17.45,860.68,40.0,6.55,338.23,68.65,202.05,7,1
Carrot,17.45,908.62,40.0,6.94,201.41,50.94,232.78,7,1
Potato,17.89,1520.59,53.87,6.31,270.73,43.7,231.81,4,1
Potato,16.94,2087.32,86.74,6.38,339.33,48.24,220.0,2,1
Beetroot,17.6,1494.24,70.29,8.68,87.24,9.1,96.51,12,0
Cabbage,17.15,1021.9,48.13,6.14,385.13,60.81,328.29,5,1
Carrot,14.51,916.55,40.0,6.67,278.21,54.1,179.41,5,1
Cabbage,18.46,1347.3,61.47,6.2,464.94,56.18,292.14,6,1
Cabbage,17.17,1125.93,54.06,7.48,445.43,68.53,235.97,6,1
Cabbage,19.21,1468.89,66.18,6.75,433.92,77.77,313.56,5,1
Radish,16.54,989.42,46.28,5.97,218.27,42.47,132.44,5,1
Beetroot,16.62,639.5,40.0,6.33,286.66,61.18,169.54,7,1
Beans,18.63,1445.55,51.85,6.07,216.62,52.55,175.59,6,1
Peas,13.26,814.77,41.78,7.04,194.73,44.94,140.63,8,1
Beetroot,21.08,761.53,40.0,6.38,253.33,54.35,177.37,9,0
Carrot,20.98,1399.32,60.51,6.75,305.91,33.29,216.39,6,0
Peas,13.23,1019.42,48.91,6.18,203.65,53.86,161.45,7,1
Cauliflower,19.69,1149.2,44.37,6.12,319.27,51.93,329.11,7,1
Cabbage,26.16,1206.81,53.83,6.88,452.44,67.95,338.4,5,1
Potato,19.47,2020.22,88.1,5.35,291.16,79.36,219.37,1,1
KnolKhol,5.49,1505.22,41.6,8.8,123.3,13.14,88.1,5,0
Cauliflower,14.4,1015.87,40.0,6.36,490.38,73.63,341.07,8,1
Beans,20.14,1145.4,40.0,5.77,270.32,39.3,187.26,7,0
Beetroot,18.6,880.01,40.0,6.51,298.01,40.32,208.48,8,1
